post	hate_or_not_hate	implicit_or_explicit	implicit_class	extra_implicit_class_x	extra_implicit_class_y
a result of years of oppression and exploitation of the white working class - # whitegenocide # hitlerwasright	hate	explicit_hate			
Africans back to Africa. This is a white country!	hate	explicit_hate			
always be armed if you meet Antifa-babblers or lesbians or communists! and want to kill!	hate	explicit_hate			
an advanced white man, but why is he tolerant of the Jewish threat?	hate	explicit_hate			
Anti-white Jewish comedian Luke Cage jokes about child abuse live on Saturday night # withjewswelose	hate	explicit_hate			
at least they finally get the right people this time Jew on Jewish violence I love it	hate	explicit_hate			
finally! finally we can speak openly about the lying, subversive, scheming Jews who are destroying America! # maga	hate	explicit_hate			
blm idiots created a new generation of white supremacists. are you proud? you have to learn from jesus that hatred harms your cause.	hate	explicit_hate			
Trump is the continuation of amnesty for garbage dreamers	hate	explicit_hate			
California: Imam Calls on Muslims to Kill and Exterminate Jews	hate	explicit_hate			
He's a race-hater, he's ruined his white genes.	hate	explicit_hate			
Cuckoo: Jonah Goldberg: Jonah Goldberg takes his toy and goes home	hate	explicit_hate			
Have you ever seen Braveheart? Stop behaving like a bunch of silly talkers and throw the invaders out of your country!	hate	explicit_hate			
Dirty Jewish Trans Says Europe Can't Criticize a Jewish Baby Killed Because a White Man Colonized Africa	hate	explicit_hate			
dirty Jews are not white. and Jews do not fight, they get others as well. They will find themselves in the Holocaust sign 2	hate	explicit_hate			
hello man heil hitler do you not think it is worse that in your country now even the rrrepublicans are Jews?	hate	explicit_hate			
i believe the ideal white civilization and collective white culture is absolutely superior. we need not apologize	hate	explicit_hate			
I hate all the traitors who block the streets of India to protest the # Israelianbombing of Palestine.	hate	explicit_hate			
I know yall is broke, but you can help make America white again by sending this blackie backie.	hate	explicit_hate			
When people trace the history of the Jews behind the white genocide, it's the same struggle Hitler had & he sho	hate	explicit_hate			
The anti-Jewish hate group falsely claims that the Celtic cross is a hate symbol.	hate	explicit_hate			
Jewel comedian Joan Rivers says barack obama is gay and michelle obama a tranny	hate	explicit_hate			
maggie dehart is racist. i worked full time while i was going through 7 years post-secondary without helpful. everything i own and have done in life i deserve. If white privilege is a thing i have been seriously jewish.	hate	explicit_hate			
Maybe we should do an anti-Anonymous march along these shores on # nov5th. # opkkk	hate	explicit_hate			
Obama is growing Isis because he wants refugees across the white world to abolish the white race.	hate	explicit_hate			
oh you love your negroid gods! you use them to promote the mixing of black and white races! could wake up a few more whites!	hate	explicit_hate			
Palestinian textbook: How to stab a Jew	hate	explicit_hate			
"Problems in state depots.. ""Muslims want to kill u but let's celebrate their cult.. and don't apply if you're white"" # dc"	hate	explicit_hate			
So you're really chasing the drunken white trash, right?	hate	explicit_hate			
some whites are very intelligent, but most are stupid, poor white trash like you.	hate	explicit_hate			
Taking jobs from America's wetlands	hate	explicit_hate			
This is vile hate speech and then people are surprised when Muslim men abuse and prostitute white girls.	hate	explicit_hate			
the genetic basis of intelligence is unrivalled in science and proves that low black iq is hereditary # thingsthatpanicprogressives	hate	explicit_hate			
the White will soon be wiped out of this world!	hate	explicit_hate			
There are more abortions among blacks alone than among whites. Abortions generally affect the most dysgenic groups.	hate	explicit_hate			
Trump needs his hud: no fan of swagger.	hate	explicit_hate			
We whites should not procreate with each other. # whitegenocide	hate	explicit_hate			
via: jordanian mp: i hate the jews. i hate the jews. i hate the jews. i hate the jews. # tcot	hate	explicit_hate			
We brought black people to America, but white people were the crackers.	hate	explicit_hate			
Whether Jews like Shapiro are English talkers like cooks or creatures of # truconservatism like Ted Cruz, they have no ethnic appeal	hate	explicit_hate			
Who would ever support you?	hate	explicit_hate			
Why, because a Suprematist Jew told you so?	hate	explicit_hate			
wow no wonder you're writing for this Jew-loving, anti-white commie hype... you're absolutely despicable.	hate	explicit_hate			
wow.. look at you... white trash.hope I see you in the street.	hate	explicit_hate			
"The LGBT activists apparently only want a ""queer ocracy; a totalitarian state in which everyone submits or is punished."""	hate	explicit_hate			
"I support slavery so much that I think it should be brought back. ""People"" ""worked and were well educated back then."""	hate	explicit_hate			
"Jews are only ""white"" ""if they buy for something shilling."""	hate	explicit_hate			
"The German (and other white) ""leaders"" ""are not beholden to their own people - they serve only the Jews and the Jewish state."""	hate	explicit_hate			
# mollymacauley was stabbed by savage racist blacks who were told by Democrats that whites were evil	hate	explicit_hate			
. Jew-hatred that is in the Qran	hate	explicit_hate			
100% white 100% racist 100% national socialist # napow # nationalsocialism # lovens # wp	hate	explicit_hate			
a better question: since you say Muslims hate Jews, why do Jews stand behind any movement to flood Muslims into white nations??	hate	explicit_hate			
angry about it. white boy shoots up an all-black church in the south; hate Crime. black man shoots up an all-white church in the south;	hate	explicit_hate			
how do you go? you're too white to be home. bye ugly and your fat! # smallhands	hate	explicit_hate			
Barack Obama is a racist black man who hates white people, he is a communist Muslim who hates America.	hate	explicit_hate			
Uncle tom this is your thanks to the slaves who died for you, you will always be smiling in the white man's face	hate	explicit_hate			
Black students at Harvard openly call for the eradication of the white race (Video) | read more: via	hate	explicit_hate			
Christina Bollyn embarrasses angry Jew during Q & A	hate	explicit_hate			
Democracy gives your enemies a seat at the table. In the face of tribal politics imposed by Jews on whites, we need a new way forward.	hate	explicit_hate			
Europe must follow Nazism to save itself from barbarians.	hate	explicit_hate			
People, I tell you, they hate us, they want us dead.	hate	explicit_hate			
he prefers Syrian rapugees rather the unemployed he favors racial wars black against white	hate	explicit_hate			
hey, the people of # ows are your worst nightmares: multiculturalist secular far left, same-sex equality.	hate	explicit_hate			
Hippos: keeping petrol stations nigger-free since 1921 | more: via	hate	explicit_hate			
holohoax from jew york (1943): Nazis kill Jews with murder gas cameras! | read more:	hate	explicit_hate			
I'm sorry you lost your good workers, let the white crackers work to see how bad they are	hate	explicit_hate			
If there was a group called White Life Matter and it was a group that had the same desires as Black Life Matter as a white person, I would be ashamed, I would feel racist just because I am white.. blm is just a group that pretends that everyone else is racist, but they are..	hate	explicit_hate			
Isn't it amazing that for eight years under one racist black potus and two racist black Americans, we didn't have a problem with white blacks?	hate	explicit_hate			
Jesus was a Jew, you fucktards! You will endure the great judgment of the white throne and not stand, condemn you fornicators?	hate	explicit_hate			
Jew is someone who beats you and screams in pain.	hate	explicit_hate			
# Bolshevik rape - not only Muslims rape # German and European women by the thousands	hate	explicit_hate			
Jews Destroy Women: A Response to Women Destroying Nations | Traditionalist Youth Network	hate	explicit_hate			
Lily American white girl could kill five Negroes from a mile each way	hate	explicit_hate			
news flash! that monument honors non-white people. if you're going to be racist, at least be consistent	hate	explicit_hate			
One Jew is too much # withjewswelose	hate	explicit_hate			
Radical extremist # Jew writes for # Genocide of white Americans.	hate	explicit_hate			
rt robert spencer rat-faced racist hate preacher liar and jew lover! > > hey robert i like the beard.	hate	explicit_hate			
squaaaaaaaad: kkk alive and white brother hood unite ku klux clan	hate	explicit_hate			
Still believing in the 6 million murdered # Jews # Holocaust myth is like believing in Santa Claus when you're 40:	hate	explicit_hate			
The cultural jewel of the South has become a reservoir for trans and Third World people.	hate	explicit_hate			
re in the crowd, boy	hate	explicit_hate			
too white not right: non-white hysteria over white as snow miss France via	hate	explicit_hate			
Truth is hatred for those who hate truth & darkness knows no bounds. # islamistheproblem # banislam	hate	explicit_hate			
Sadly, a costumed toy soldier will kill a fat Antifa	hate	explicit_hate			
We must stop # planetisrael. The non-white hordes who are helping # Jews don't know that they should die, only # Jews will be allowed on earth	hate	explicit_hate			
We should purge la of all non-white residents!	hate	explicit_hate			
We should work to get rid of begging Jews and self-hating whites for a podium spot, etc.	hate	explicit_hate			
were racist because they stood up for white pride. But darkies can have all the hate feelings they want wtf	hate	explicit_hate			
White Crazy	hate	explicit_hate			
White trash and heroin work perfectly together	hate	explicit_hate			
yes kills all Christians	hate	explicit_hate			
1) White is a color. Jews can hide under the white coat and cause harm because they look white.	hate	explicit_hate			
You Jews have been leeches on America's right-wing instincts for 60 years and have only built a house of cards.	hate	explicit_hate			
"They are not ""their."" ""Proud boys are just a group of talkers who failed the test."	hate	explicit_hate			
250,000 white people adopting mixed-race Asian children, raising 'fur babies' and 'promoting homosexuality when they have children'	hate	explicit_hate			
"da bears: white hero Mike ditka attacks nfl negroids calling for ""oppression"" ""hoax"""	hate	explicit_hate			
"No one in America thought Irish people were white when they came here on the coats of the Jews and Dagos; def nt ""Aryan"" """	hate	explicit_hate			
"They should be put to the point and say, ""White people, we want you to die out & replace yourself with low-skilled slave workers."" """	hate	explicit_hate			
admit that Jews are not white and that they are the ones behind the white genocide	hate	explicit_hate			
But he is not a Jew, he is a Christian.	hate	explicit_hate			
Can we trade in a few busloads of Southern white cucks to make them Team White?	hate	explicit_hate			
hurrrrrrr white trash power.	hate	explicit_hate			
I think they finally got it ~ American Jewish are bad for white people	hate	explicit_hate			
If Muslims stopped doing evil in the name of Islam and jihad, no one would react to them with evil.	hate	explicit_hate			
it was just him, surrounded by cucks and bannon flynn and sessions. flynn is now the target	hate	explicit_hate			
It was okay that she was another fat, childless, depressed anti-white slug.	hate	explicit_hate			
Kill them black	hate	explicit_hate			
Kill unbelievers - Koran!	hate	explicit_hate			
Kill Yourself Racist Talkers	hate	explicit_hate			
Lololol Heather Heyer looks like total white trash!	hate	explicit_hate			
Look at that cuck on the far right as we step on you, cuck antifa commie faggots.	hate	explicit_hate			
Muslims are racist murderers raping stupid delusional paedophiles!	hate	explicit_hate			
oh look another Jew pretending to be white... lol.	hate	explicit_hate			
Somalis are scary... I've travelled a lot of places and met a lot of people and all Somalis are violent and frankly crazy.	hate	explicit_hate			
Stop the Evil Jew White Genocide 2 - Grace:	hate	explicit_hate			
The next thing you're going to do is claim I'm racist because the Mexican race is so abhorrent.	hate	explicit_hate			
The truth is that blacks are a criminal plague, from Detroit to Atlanta and Chicago to London and Toronto	hate	explicit_hate			
Telltale cuckoo	hate	explicit_hate			
u lucky you don't live in Pakistan, Muslims kill u 4 just because you're Jewish.	hate	explicit_hate			
Why would any white person want to be around a fat black guy? The smell alone would be presumptuous.	hate	explicit_hate			
Yes, it is easy to protect the Jew and kill everyone else.	hate	explicit_hate			
Yet blacks continue to fail at all levels of the education system.	hate	explicit_hate			
We all hate the South and laugh at you. Your pride is the pride of being a loser.	hate	explicit_hate			
You cannot be both. Jews are the number one enemy of the white race.	hate	explicit_hate			
You suck silly white bread	hate	explicit_hate			
you think you are clever, you dirty Jew? only the developed ones became white blacks = inferior	hate	explicit_hate			
"There are actually some ""differences"": ""Steve Bannon called Jared Kushner a"" cuck and a globa """	hate	explicit_hate			
"What to say: ""To violent radical anti-white fanatics corrupted by Jewish propaganda, it is clear: your days are numbered."" """	hate	explicit_hate			
"Yes, ""exterminate the Jews"" ""like that white kid in Kansas"""	hate	explicit_hate			
# bansharialaw # banthequran # wake up # banislam # bancair # enough # muslimsaretheproblem # islamistheproblem	hate	explicit_hate			
# whitepower # hangniggers # niggers # porchmonkeys # antiquefarmequipment # fuckniggers	hate	explicit_hate			
1) Cuckoo Conservatism is a dying movement.	hate	explicit_hate			
After # cuckoo another powerful meme: # rapefugees	hate	explicit_hate			
and therefore white brainless idiots like you support trump:)	hate	explicit_hate			
because Jews are white, they are Caucasian devils, but they are hated because they have a different religion.	hate	explicit_hate			
But wait, I thought non-white people weren't welcome because they're genetically biased	hate	explicit_hate			
It's about the predatory control of Queers & Hires, who hire harassers like them.	hate	explicit_hate			
Cuckoo wants white heroes removed from $$$and replaced with ugly Dindus. He also wants armed blacks to shoot whites.	hate	explicit_hate			
We have a winner here and a Cuck of the Day award to Brandon.	hate	explicit_hate			
Don't be jealous of them... it's clear that you're poor white trash people who just hate the fact that Jews are smarter and richer than you.	hate	explicit_hate			
Saying goodbye to Sakaria for # jihad # rape of white women	hate	explicit_hate			
i hate black and muslim race. i belong to the aryan race. how can i help your movement? please give me tasks	hate	explicit_hate			
I hate whur white aids bitchs head	hate	explicit_hate			
I hope you all die in a fire you idiots built	hate	explicit_hate			
It is illegal to send the illegal immigrants home.	hate	explicit_hate			
It could be Jews trying to get Muslims to bomb Goys!	hate	explicit_hate			
Muslims always copy and twist other people's work like Mohammad, who copies and then twists.	hate	explicit_hate			
My conscience is clear. I am not a flak for genocidal, Jew-hating jihadists like you - you know what a guilty conscience is.	hate	explicit_hate			
have to deport 4000 people a day in order to eliminate all 11 million illegal aliens in 8 years, that is not a cut.	hate	explicit_hate			
People like you are actually white trash	hate	explicit_hate			
Evidence of swindle.	hate	explicit_hate			
Stop the anti-white racism, you crackers	hate	explicit_hate			
Tactical trigger: White House and Trump retweet via	hate	explicit_hate			
the honesty and dignity of lindsey graham # cuckconservative	hate	explicit_hate			
the Northwest Front: the No-Queeers No-Juds No-Mudsharks Alternative.	hate	explicit_hate			
The problem is also these stupid white and blonde women who willingly engage with these savages... no sympathy for them!	hate	explicit_hate			
then blm will be black with a pinch of Jews and backward whites, mostly queer and transgender freaks!	hate	explicit_hate			
They blame drugs. Drugs are everywhere, except for the blacks who use them and kill white girls.	hate	explicit_hate			
This has already begun. On news gang of no 88ers attack 1 white. Cops investigate the white man.	hate	explicit_hate			
what is your favourite vintage of cuckoo tears?	hate	explicit_hate			
White genocide is actually cool and good	hate	explicit_hate			
You lowlife white trash mofos attack the black church because you know they are docile.	hate	explicit_hate			
"""White Live Metter"" ""how about learning how to spell and apply grammar.. Trailer Trash..."""	hate	explicit_hate			
"""How about learning how to improve spelling and grammar... Trailer Trash,"" he said."	hate	explicit_hate			
'Promoting masculinity ':' This is a disgust for female cuckolds'	hate	explicit_hate			
# antifa-faggots blocking East parades.	hate	explicit_hate			
No religion threatens its followers with death. # islam is a cult.	hate	explicit_hate			
18 percent of national review readers are under 54. Perhaps these cucks should do something themselves?	hate	explicit_hate			
7 things miriam adelson does except backgop candidates # withjewswelose	hate	explicit_hate			
: Islam is a cult of hateful mutilation and death of Jews and unbelievers!	hate	explicit_hate			
: kkk alive and well white brother hood unites ku klux klan white power	hate	explicit_hate			
: Muslims are genital mutilation, so why not castrate Muslims who are sexually abused and raped.	hate	explicit_hate			
and bring the white hoods and ropes!	hate	explicit_hate			
Say you're surprised that this Trump administration has the Jewish water in it? that his cabinet will oppose it?	hate	explicit_hate			
bernie was a freedom fighter who racially cleansed white cities in the north and south. jews also hate white catholics. # dncinphl # negroinphl # orcinphl	hate	explicit_hate			
bought and paid for by Islam. This stupid evil woman!	hate	explicit_hate			
breivik says Zionism / anti-Islam was a sneaky trick to prolong the debate & attack # cuckoo # vdare	hate	explicit_hate			
Dear white people, Jews are flooding your nations with savages from the Middle East and openly admitting it.	hate	explicit_hate			
Donald trump and the fall of american institutions # cuckconservative	hate	explicit_hate			
I mean, white people are the worst.	hate	explicit_hate			
I'm sure the Boychick Antifa Faggots aren't afraid tho	hate	explicit_hate			
If you're not white, you're wrong	hate	explicit_hate			
Islam is a rubbish religion and a violent political system.	hate	explicit_hate			
Italians are not Romans. Whites are only pale Neanderthal hybrids.	hate	explicit_hate			
Jews proudly praise Obama's unconstitutional gun use # withjewswelose	hate	explicit_hate			
i may join u i am myself white hail hitler white power	hate	explicit_hate			
Of course you kill Palestinian children	hate	explicit_hate			
Oh wow. Look at this white trash.	hate	explicit_hate			
Poor blacks in America are the most pampered and spoiled group of people	hate	explicit_hate			
Roosh is not even white enough to belong to a white power movement and Anglo is a mongrel.	hate	explicit_hate			
"sheesh. Isn't there a reasonable female ""news person"" on board? They are all stupid racist bimbos."	hate	explicit_hate			
Shocker trumps current white interests, so Jews are rallying against him. Beware Jews, you cannot win a race war yet.	hate	explicit_hate			
Talmud: The last straw was the marriage treaties for homosexuals.	hate	explicit_hate			
The truth is that white European men and women built America, not unwelcome unwelcome Mexicans or smelly, greasy Muslims.	hate	explicit_hate			
This domino type looks like a piece of white trash.	hate	explicit_hate			
This man (not actually safe) is vile racist pond scum	hate	explicit_hate			
We just had to bring these black trash racists to America, the whites who were lazy & thought they were going to be killed.	hate	explicit_hate			
White Aryan race must be above all salvation hitler!!!	hate	explicit_hate			
White Trash = white person who reproduces with a non-white person	hate	explicit_hate	inferiority		
White trash collected in a human trash can.	hate	explicit_hate			
Why are nations leaving the Jewish EU? White countries want to leave. We do not want your violent Islam in our countries.	hate	explicit_hate			
Women and Jews did so. White nations need white Sharia, and today it may be too late.	hate	explicit_hate			
You should all do the world a favour and kill yourselves. I am a white conservative Midwesterner by the way.	hate	explicit_hate			
Wearing blue jeans is for the depraved.	hate	explicit_hate			
Oldest, dare you say, crazy black man?	hate	explicit_hate			
"If you can convince the lowest white man that he is better than the most colored man, he will not notice that you are reaching into your pocket """" - potus lbj"	hate	explicit_hate			
Every religion is better than # islam, and so are atheists.	hate	explicit_hate			
the illegal immigrant is not an immigrant, they are intruders	hate	explicit_hate			
yeah.. and sandniggers that are attacking Western Europe to the point of ruin!	hate	explicit_hate			
Your right! Everyone is better than Islam!	hate	explicit_hate			
she must be the daughter of one of the wetlands that have also been granted amnesty	hate	explicit_hate			
They are murderers, thieves and rapists. There is nothing pious or pure about them. They are degenerate satanists.	hate	explicit_hate			
"You sad little ""man."" ""Fuck your patriarchal god myths from the second century."	hate	explicit_hate			
your girl is fat af. who will listen to a man who listens to an inferior being? # nofatties	hate	explicit_hate			
the French are devoted to folly, not knowledge:	hate	explicit_hate			
in pakistan they also eat donkey meat, totally barbaric and medieval sons of kjilji homo	hate	explicit_hate			
You were absolutely sick and disgusting black man	hate	explicit_hate			
islam = monstrous machine that destroys the human mind through innate child abuse.	hate	explicit_hate			
How can I report you because you are an inbreeding piece of shit?	hate	explicit_hate			
Dwath will never come soon enough for a dirty piece of fucking rubbish like you	hate	explicit_hate			
Ebony are wats wrong with the world keep them out of the earth they are alien	hate	explicit_hate			
Brain damage!! Blacks have never created anything other than human shit	hate	explicit_hate			
Worthless invaders attack police after seeing Macedonians build border	hate	explicit_hate			
Illegal children are criminals, not immigrants, not refugees stupid idiots, but illegals who are now being deported	hate	explicit_hate			
Thank you for letting Muslim savages of the 3rd world come to Germany	hate	explicit_hate			
It's impossible to rehabilitate them, they drool in subhuman savagery.	hate	explicit_hate			
black lives are worthless. even atheists know that pastor is more important than the average black.	hate	explicit_hate			
Where was the nfl when this inhuman piece of rubbish rae carruth murdered his girlfriend because he didn't want to pay alimony?	hate	explicit_hate			
I made sure you sign up to the vermin, just as you have a Twitter account; ponytail lollipop!	hate	explicit_hate			
Exterminate Islamic fascists, wild pagans among animals	hate	explicit_hate			
It's that rare white person who can be as smart as me.	hate	explicit_hate			
Yes, they have turned out to be savages.	hate	explicit_hate			
You are just a piece of dog shit Dindu Nuffin Cave Beasts	hate	explicit_hate			
du globalist scumbag. one of soros dolls # lowlife	hate	explicit_hate			
the value of a person is a unit of consumption / production in the scheme of rich globalists, then immigrants have no	hate	explicit_hate			
. it is not news that Islam produces mentally unstable people with neurotic feelings. Perversion is only one of the symptoms!	hate	explicit_hate			
They are ugly, broken people.	hate	explicit_hate			
Warning unprecedented wave of illegals in the Third World borderless measures w / # alipac # tcot # pjnet	hate	explicit_hate			
Just garbage! 8 swamp managers!	hate	explicit_hate			
Yes, really high iqs here.	hate	explicit_hate			
stov, you are a smaller Caucasian. You must of course Russian decent!	hate	explicit_hate			
"How has this ""religion"" not killed itself yet?"	hate	explicit_hate			
Pelosi is not a person who is not sure what she is, but she is not human.	hate	explicit_hate			
Beef faeces, daca, are illegal leeches on American soil. They need to be deported and sent back to their country to make it a great place again. Well-educated and upstanding young people should do that, unless they are on welfare that demands scum.	hate	explicit_hate			
There is nothing wrong with beheading these weirdos and freaks	hate	explicit_hate			
zimmerman is brown-eyed, like you. () a people of blue-eyed devils, in which we live.	hate	explicit_hate			
You can't understand how stupid people who believe in Islam can be, all religions are rubbish, but Islam takes the biscuit	hate	explicit_hate			
Are all Alabama Hicks so stupid, or is it really an act?	hate	explicit_hate			
Democrats want to keep these Third World losers in the hope that they will elect Democrats and bring millions more into the country via chain migration.	hate	explicit_hate			
You are a sick, poor excuse for a man who has mud on the floor of a sewer. Shame.	hate	explicit_hate			
I'm curious to see how it goes through life as a complete return.	hate	explicit_hate			
this brave blond blue-eyed man held off these half-wild homosexual hordes well, they believed in him.	hate	explicit_hate			
You're human rubbish.	hate	explicit_hate			
It is not they just do not want whites to come together as one.bc their fear n knw we are the master race	hate	explicit_hate			
If breed were real (which it is not), we would rather have eliminated our somewhat stupid genes from our gene pool!	hate	explicit_hate			
saudi arabia is a disgusting, inhuman regime. truly vicious. lower than min. business business is still business.	hate	explicit_hate			
Women are attracted to trust; most black men are too stupid to know why they have no reason to be confident.	hate	explicit_hate			
they are also mentally lazy to find out or even analyze their beliefs and mentally confused. Conclusion - idiots.	hate	explicit_hate			
wait, you mean like General Sherman? yes, now there is a worthless piece of shit Yankee vermin trash terrorist.	hate	explicit_hate			
Chain migration brings unqualified, non-English-speaking idiots into the Third World	hate	explicit_hate			
so much work ahead of us to repair western civilization. unfortunately some (not all) of these satanic pigs deserve to be beheaded # humanwaste	hate	explicit_hate			
it is a scientific fact that the white race is superior. # opkkk	hate	explicit_hate			
What kind of queer is called a kit?	hate	explicit_hate			
good! hopefully, when America makes them feel unsafe, the dirty Muslims can return to their sandlands!	hate	explicit_hate			
Different ethnic tribes have different skills. Non-white xcept Asians suck at math	hate	explicit_hate			
No wonder you are the mixed subhuman descendant of the Lebanese genocidal Christians (who, by the way, lost)	hate	explicit_hate			
These people are nothing more than inbreeding retarders without training.	hate	explicit_hate			
Imagine your children / grandchildren crawling in a smelly fucking hole with 3rd world subhumans in a giant India / detroit	hate	explicit_hate			
just watched on youtube. fucking wild, beast. they didn't even have the wheel before we got it.	hate	explicit_hate			
Disgusting worthless, inhuman scum that we have to hang up and cut open the stomachs of bastards!	hate	explicit_hate			
dirty stinking Wogs whore, probably a Kike, look at the rat-like features, probably it stinks of monkey cock!	hate	explicit_hate			
Wild animals behave like wild animals!	hate	explicit_hate			
If blacks have to catch up genetically through editing, does that mean they admit they are inferior and that racial segregation was right?	hate	explicit_hate			
who cares if he is illegal. these people are wild. It is no wonder that Mexico is a shithole country	hate	explicit_hate			
It's OK, it just comes from being genetically and culturally superior.	hate	explicit_hate			
While Hillary is at an autograph session that costs $2,700, I wish she would drop dead!	hate	explicit_hate			
you have incestuous freaks. go to hell!!!!!!! # dumbtweets # fail # racist	hate	explicit_hate			
Castrating these goats	hate	explicit_hate			
hey, you big embarrassment. veto the fucking spending bill. do your fucking job stop that you can outtsmart the swamp.	hate	explicit_hate			
i hate nigger and faggots!!!	hate	explicit_hate			
Why can't we shoot Mexicans at the border?	hate	explicit_hate			
Clan comes here to stay fucking ebony!	hate	explicit_hate			
ain't a surprise, ain't a 'em worth a damn	hate	explicit_hate			
if y'all niggas let me join? i hate niggas too	hate	explicit_hate			
until you turn off the Muslims and tell them that you are ready to fight 4 battles, you lose!	hate	explicit_hate			
Shut up, you useless Scandinavian, you are as worthless as crap	hate	explicit_hate			
fuck israel. dirty rats. no one likes them, so they are all constantly expelled.	hate	explicit_hate			
absolutely correct ebony are stupid fn baboons!!!	hate	explicit_hate			
lol,,, welcome to the world, that's what she's lobbying for, and so it starts well! good job ann you f'n tranny	hate	explicit_hate			
< < = = = Eat a dick you've bucked	hate	explicit_hate			
Some body shoots this stupid bitch and rescues her from misery	hate	explicit_hate			
"Don't forget """" little black sambo, """" who was actually Indian, ""and"" ""Uncle Remus."""	hate	explicit_hate			
The Ebony Does Not Count	hate	explicit_hate			
i want to join the anp im sick of all the fucking niggers and juws and mongs icant turn the tv without a fucking nigger being onit	hate	explicit_hate			
how liberal simply say that liberal means Negro for whites and for blacks means Negro im done here!	hate	explicit_hate			
But when I talked about niggers, they stomped on the floor! The same applies when Trump talks were held instead of taxes.	hate	explicit_hate			
You are such a stupid Negro that you don't even know what pseudo means.	hate	explicit_hate			
Yes we can nigger applies to all colic including the # kkk that got white ebony	hate	explicit_hate			
Blame others, blame everyone who never takes responsibility.	hate	explicit_hate			
"If you had killed all the niggers in your school, you would have the master race """" -"	hate	explicit_hate			
They're computer geeks who couldn't get white girlfriends in college, so they're now Negro lovers.	hate	explicit_hate			
Is your code right for a nigger-filled urban environment?	hate	explicit_hate			
Nothing to see here, Goyess	hate	explicit_hate			
do not know crap about family values. Yhvh will throw this bunch of Pharisees to hell. # frcdcistonedeaftojesus	hate	explicit_hate			
take your worthless black asses home africa. fuck you.	hate	explicit_hate			
Jail sentence 10 years no parole f---n Mexicans	hate	explicit_hate			
I would have no problem shooting a bullet in the head of these women.	hate	explicit_hate			
more nigger punks like trayvon need to be killed. i would love to kill myself a niger. when riots happen, i kill several niggers!	hate	explicit_hate			
Shoot a few of these sandniggers, they will learn quickly!	hate	explicit_hate			
"If you can't stop the shemales, you're not going to stop the Muhammad, ""he said."	hate	explicit_hate			
We need to get rid of the ebony	hate	explicit_hate			
but, but what do you think was their motive? Shooting. Them. Death.	hate	explicit_hate			
after the celebrations on January 20 are over; pl start bombing # china, all Muslims and whoever spoke against you	hate	explicit_hate			
it would be an interesting project to join party, then shoot with the little gun one by one. Fun.	hate	explicit_hate			
we should destroy the saudis. All muslim. israel is not muslim. therefore i have no problem with them.	hate	explicit_hate			
So if you are attacked, what do you do? You throw the shit out of the invaders and take no prisoners.	hate	explicit_hate			
Hang him, shoot him and push him away.	hate	explicit_hate			
Hanging him up too	hate	explicit_hate			
Deport the invading Islamic barbarians!!!	hate	explicit_hate			
no more # daca! no # amnesty! let the # illegal aliens # dreamers dream in their home countries! my dream is that all # foreign # citizens will be sent home (aka: # deported)! stop oppressing the # American # taxpayer!	hate	explicit_hate			
my blood boils! damn drunken illegals! go away, take your children and get out now!	hate	explicit_hate			
How many terrorists would you be okay with? a secure control system would be a temporary ban on Muslims	hate	explicit_hate			
Muslim grooming gangs are almost exclusively a Pakistani problem.	hate	explicit_hate			
- Take her back and shoot her, screw up this prison time.	hate	explicit_hate			
Except maybe to # smugglers awards... or maybe back to shooting. # smugglingHollywoodTypes # Hollywood # JimmyKimmel # Trump # Hannity # homophobic # Twitter # Twatter # OutBackToShootEm	hate	explicit_hate			
The fact is that these things will never stop until autistic and mentally handicapped people are sterilized and removed from the population and institutionalized, and this child has been caught because he has lost a game. That's what only autists. http: / / www.foxnews.com / us / 2018 / 08 / 26 / mass-shooting...	hate	explicit_hate			
Illegal aliens are an immediate threat to this country. They must be rounded up, detained and deported NOW. All illegal border crossings must be stopped with GUNFIRE. # InternAndDeport	hate	explicit_hate			
It's time to cleanse the entire landmass of the United States of the plague that is the Jewish pedophile populace. https: / / twitter.com / michaelianblack / status / 1020869... They hate our right to bear arms more than SEX WITH CHILDREN I wouldn't mind seeing these vermin hungry gamed.	hate	explicit_hate			
I think unironically that an ugly, ungrateful, barren cunt like Sarah Jeong should be bullied and bullied until she collapses under pressure.	hate	explicit_hate			
Anyone who cries Allahu Akbar should be shot immediately. There is no place in civilization for the barbaric Satanism known as Islam	hate	explicit_hate			
People like this need to be euthanized, euthanized, not just thrown into jail so we can pay for their nutrition and care for decades. https: / / www.breitbart.com / texas / 2018 / 07 / 13 / texas-m... # MAGA # Trump # # GabFam	hate	explicit_hate			
# SellOutSessions # JusticeDenied # Trump Let's colonize these traitors... give them due process and hang them. http: / / madworldnews.com / jeff-sessions-owe-fbi-agen...	hate	explicit_hate			
Bring the pain on her mother. # Trump # MAGA # KAG2020 # 2A # USA # Mueller # AntiFa Address: 1315 Peach Orchard RdSalisbury, North Carolina 28146 tel (704) 630-4700Websitehttp: / / dillards.com https: / / bigleaguepolitics.com / meet-the-charlotte-a...	hate	explicit_hate			
Liberal white women are garbage people - I hope they all meet Mollie Tibbetts fate. Here's another one for the garbage pile: http: / / archive.fo / 8htSI	hate	explicit_hate			
Aw, ya had ta mention... # HangTheBitches	hate	explicit_hate			
d slap the shit out of your face and you would ask for forgiveness	hate	explicit_hate			
